x,y,d,tile,crater,id
1662,1402,22,3_24,0,XPA8Y
234,214,29,2_24,1,5YXOM
142,1361,20,1_25,0,KBN25
1560,1360,63,3_24,0,V5499
194,1417,30,2_25,1,A4HHH
1288,964,35,2_25,0,7M74G
464,58,28,3_25,1,88XBG
977,1617,17,1_25,0,EHDC8
746,801,41,1_25,0,2IIS7
1292,73,41,3_24,0,P3NYI
1387,965,38,3_25,0,7OGGT
938,1254,34,3_25,1,39D39
339,1261,47,1_25,0,L26LW
1252,1224,41,3_25,0,ZMMIQ
1163,1382,55,1_25,0,YLCGN
81,1559,19,2_25,1,5FK35
1002,480,15,3_25,1,W08W7
1672,1236,21,2_25,0,OZL0V
1457,1542,29,1_25,1,W608P
542,834,15,1_24,1,162PF
52,161,49,1_24,0,X11WM
307,942,44,1_25,0,A4O6Y
179,161,26,1_25,0,HXW5G
783,639,35,1_25,0,YSUB6
819,1001,15,3_24,1,KZI8O
301,259,27,2_25,1,SOU38
691,1108,29,1_24,0,GGSHA
1180,1401,23,1_24,1,P1HYT
1201,270,22,2_24,0,C4T50
1060,662,29,3_25,0,ATEVL
500,1506,28,1_25,1,K2QHS
76,776,68,1_24,0,SIEUH
305,412,28,1_24,0,UKV1B
191,1082,41,3_25,1,54YCH
1248,141,50,1_24,0,C6Z7K
797,501,54,1_24,0,8KC41
181,806,46,2_24,0,VCGO1
813,534,13,3_25,1,ZBWHU
363,571,21,2_25,0,AD5H1
311,946,22,1_25,0,ZPM2O
961,1245,13,1_25,1,42ZZ0
1563,287,18,2_24,1,Y0IEY
1423,1670,20,1_25,0,IAPNU
654,482,19,2_24,1,T3XST
290,159,35,2_25,0,YCDAM
1661,1585,17,2_25,1,1BR1F
551,259,29,1_25,0,UYVK6
1176,56,25,3_24,0,NU5UG
1609,1358,20,1_25,1,SZ6M1
1356,1631,54,1_25,0,YY8RG
71,1051,16,1_25,1,BFPQR
444,1422,42,1_24,1,2GQFG
290,1659,35,2_24,0,FNX5W
223,495,33,3_25,0,99FAB
1123,1042,16,1_25,1,A36Q3
873,1621,21,3_25,1,RI2FG
1426,953,49,3_25,0,NSWX5
165,88,54,3_24,0,A5GS7
946,1367,25,1_25,0,5H2UZ
1017,299,17,1_25,1,D8ED3
375,1377,18,2_24,1,4A8YK
695,904,29,2_24,0,BK1O2
384,1656,32,2_25,0,TU01J
383,991,17,1_24,1,2SL0D
1081,1474,17,1_24,1,VO5LD
651,1262,17,1_25,1,FBH4B
1321,1402,27,1_25,0,7SS9I
295,212,16,3_25,0,TTQO1
794,635,61,2_25,0,H2GHW
200,1623,20,1_25,0,1UHBG
1207,782,53,3_25,1,XNMQW
484,244,26,2_25,0,C5KR5
122,1140,21,1_24,1,E1GY5
1008,376,26,1_24,1,ZDFCY
1092,1138,17,3_24,1,G8M8N
898,1488,19,1_24,1,6V0U1
798,1173,19,3_25,0,R1F5D
1313,619,39,3_24,0,DSE6R
1591,1069,22,1_25,0,4Q0W0
281,1588,25,1_24,0,NL8FX
846,464,45,3_25,0,C39B4
829,339,23,3_25,1,3D3A8
172,1617,31,3_24,1,4AWWU
57,1334,54,1_25,1,ONXIW
677,956,19,1_25,0,NLXU3
754,1261,18,1_24,1,NTS8R
1495,912,43,3_25,0,ZWVDT
1223,468,41,1_25,0,5MDIT
1577,1411,24,2_24,0,JHIE1
586,667,47,3_25,0,W4DR9
630,1339,57,3_25,0,3RQK1
1226,690,18,1_25,0,LG49C
107,1576,22,1_24,0,PI0UG
634,848,17,1_24,1,95ZF6
748,238,13,1_25,1,QD6T9
1118,756,37,3_25,0,NEOKC
1642,542,43,1_24,0,KV9ON
1514,1483,26,1_24,0,SNT3S
963,1338,24,3_24,1,L4R1Z
688,33,23,1_25,1,X2I7Z
1345,1097,24,3_25,0,L6CC4
543,1398,39,1_24,0,1YZ5D
1305,1517,35,2_24,1,0NKCT
1461,1653,18,3_25,1,5OUNY
101,1660,29,1_24,0,9YEX3
156,1280,26,3_25,0,DRQSB
249,1533,34,2_24,0,Z9XYQ
901,1542,21,3_24,0,PSYWR
1677,1401,16,3_24,1,57D7S
933,1514,31,3_24,0,V2VR9
786,1509,30,2_24,0,Y8D1J
929,1317,23,1_24,1,UJ0LV
638,1431,30,3_25,1,L0Q86
204,392,19,1_24,1,W6CUV
108,484,20,2_24,0,DFQ24
772,1334,21,1_25,1,QJXXO
1461,852,54,1_24,0,0SYXF
1403,233,33,1_25,1,LV7IL
679,1549,25,1_25,0,F2NC1
269,1212,24,3_25,1,E2QOG
734,275,32,1_25,0,NFIO9
1301,827,18,2_25,1,79B2E
142,1359,23,1_25,0,ZBJ8D
1250,311,31,3_24,0,D6MYP
609,326,29,1_24,0,RFPMS
865,1073,35,3_25,0,YAH47
945,422,23,1_25,0,JBMMU
1680,1282,16,1_25,1,NU2G6
716,623,18,2_24,1,53GNK
205,1545,30,1_24,0,B19BN
1202,427,19,1_24,1,7QFV5
284,1149,32,2_25,0,D8HEC
797,634,34,2_25,0,UGU5I
445,1542,24,3_25,0,RV4FD
1398,192,38,3_25,0,3I40N
274,1428,30,2_25,0,055GG
920,796,77,2_24,0,L9VBU
1346,677,26,2_25,1,GVTEJ
434,735,42,2_24,0,SUDZ2
690,974,24,1_25,0,H0MC4
1100,124,23,3_24,1,CDUFT
1110,978,32,1_24,1,OXGVF
1122,1399,30,3_25,1,I0ZJJ
504,1411,14,1_25,1,NZP87
1514,696,26,1_25,0,49CW2
602,1396,26,1_25,1,WT3R4
893,64,32,3_25,0,GXEU3
1360,739,28,1_25,1,ODNBW
506,960,59,2_24,0,HMVL7
1130,1068,11,1_25,1,5KGWV
270,356,44,2_25,0,WE5IN
301,838,42,1_25,0,J6KFL
163,263,21,1_25,0,LHRN4
675,185,25,3_25,0,TXXLO
793,637,50,2_25,0,1A3Z3
636,252,40,1_25,1,3WCSM
291,760,20,1_25,0,AM2LY
167,92,60,3_24,0,UFUAM
157,342,14,1_25,0,KE7ZJ
344,1595,40,2_25,0,GG30W
243,254,30,2_24,0,HVI14
1129,855,26,1_24,0,DTTRV
92,1071,28,2_25,0,T15NZ
975,1001,38,2_24,1,LTHCS
300,140,35,3_25,1,WQD1K
1449,849,74,1_24,0,KJUB0
1567,207,47,1_25,1,M0MCA
1210,902,37,1_25,0,HLNA2
77,897,43,3_24,0,2DH29
460,340,24,1_24,0,2J63I
1553,897,35,3_24,0,C2BJA
687,1421,13,3_24,1,KVSEI
421,1566,16,2_24,1,FLNYH
747,192,21,3_24,0,R4NNU
148,1003,19,2_24,0,8CSAY
801,1630,42,2_25,0,NJURF
689,1533,23,1_24,1,1PYC3
209,1146,26,2_24,0,K75L8
929,1349,19,3_25,1,96SNX
1170,135,15,2_24,1,CDVYF
1103,1566,32,1_24,1,1AZGL
1107,759,44,3_25,0,GQK4K
313,386,25,2_24,0,1CALW
291,948,32,2_25,0,YW1PN
362,662,12,3_25,1,VZKKY
633,194,59,3_25,0,4YN2W
319,428,50,1_25,0,N8OXM
886,1445,20,1_24,1,392RF
53,821,33,1_24,0,M94MV
449,36,26,1_25,0,VE73C
618,109,32,2_25,1,GCTWE
1350,1551,16,1_24,1,3E3P5
1593,768,23,1_25,0,SBUDS
305,1671,26,1_25,0,GSF2W
1529,988,50,2_24,0,FQD9M
1120,316,78,1_25,0,2DNVW
393,119,18,1_25,1,HXQXT
389,1509,28,2_24,1,IOJ88
79,847,34,1_24,0,109JM
958,1265,39,3_25,0,56AX5
762,958,30,1_24,0,7R5K2
969,416,15,1_25,0,MDAN2
895,1274,16,1_25,1,4DQ5J
1625,1428,14,1_25,1,JF0EB
1502,768,34,3_24,0,XGQK2
1208,452,44,3_24,1,SXIL2
1360,648,40,1_25,0,S4H25
287,503,27,1_24,1,MAC1T
1018,841,40,2_25,0,MG8IH
1144,1533,23,1_24,0,P5K2J
434,769,20,2_24,1,I76FA
1001,1666,20,1_25,1,U1266
579,1423,21,1_25,0,7VHUO
129,77,23,2_25,0,3RHZ5
1555,1209,24,2_24,0,ST3MY
452,37,25,1_25,0,Z0DGU
1359,1660,23,1_25,1,SF66B
1040,738,42,2_24,0,0KC9W
895,1562,36,3_24,0,RR3NS
819,398,22,3_24,0,34AXU
753,59,25,3_24,0,3AWQA
300,1266,25,1_24,0,8VS35
1498,1607,20,1_24,0,S2HAU
459,167,24,1_25,0,JBEWY
1564,1538,68,1_24,0,OFM1C
51,1084,23,3_25,0,41DRU
388,681,36,2_25,0,W8QVN
1052,1634,26,1_24,1,4XDPT
1198,1331,29,1_24,1,QW1Q4
213,1514,50,3_25,0,UXC0B
778,1420,27,1_25,1,DEA0F
1653,1384,11,3_25,1,E2QJF
305,1466,44,1_25,1,N2E1C
816,1677,20,1_24,1,2DQ5C
987,1193,34,3_25,0,YT194
1325,1079,22,1_24,1,F15LR
521,1122,15,1_25,0,7ZBED
1576,1564,22,3_25,0,67TNS
701,1414,34,1_25,1,85WKA
49,1151,47,1_24,1,CQCYC
201,743,33,1_25,0,XM8F4
607,825,17,1_24,0,MDC84
1520,154,26,1_24,1,IBZJ1
783,1275,61,3_25,0,WZA6S
172,1462,25,1_25,0,GOG18
233,1325,39,2_24,1,HY7L2
1047,847,26,1_24,0,BILSY
191,1419,22,3_24,1,G4I7H
686,1033,42,3_25,0,0BSJI
910,77,73,2_24,0,WR8K8
839,257,41,1_25,0,DR7Z8
1575,127,21,3_24,1,UB8S2
692,1618,28,1_25,1,S6811
36,1184,20,1_24,1,G2V3A
1361,516,15,1_24,1,DUEP8
47,1549,33,3_25,0,YLH0L
1528,285,27,3_25,0,85HHR
1503,420,19,1_25,0,PKJ2D
355,1300,18,2_24,1,W6LT5
899,148,32,3_24,0,2VMT9
870,957,28,2_24,0,KNAA7
1240,1526,27,1_24,0,905L8
337,277,64,1_25,0,KVQGF
1466,835,42,1_25,0,H5N4G
383,1159,24,2_24,0,1UL56
513,473,21,2_25,0,OY0KG
685,418,45,1_25,0,2HSLA
94,1084,27,1_24,0,O1OFW
242,1260,27,3_25,0,I0TLK
1681,35,16,2_25,1,A6HN1
761,174,26,2_24,0,8AAKC
719,237,28,3_25,0,6L11A
1200,153,24,1_24,0,UQ2OL
295,910,18,1_25,1,XVNO2
131,891,75,1_24,1,RXKCF
1224,980,31,1_25,0,Q4STN
1334,833,33,1_24,1,I0U63
971,1480,31,1_24,0,H9Y33
568,1011,38,1_25,0,NBEAH
514,1384,30,3_24,1,ZGJJI
349,843,54,1_24,0,V5INX
934,1361,47,1_24,1,KXT6S
1026,133,32,1_25,1,4PP7J
1539,910,39,1_24,0,BXXGI
90,720,44,1_25,0,7YY22
1472,1152,19,1_25,1,V45OM
880,1176,15,2_24,1,IRCY5
1417,111,41,3_24,0,XYTWU
656,220,13,1_25,1,83VO9
246,698,50,1_24,0,8SZNA
1020,419,27,1_24,1,0VB14
911,993,55,1_24,0,7DVJ5
883,346,20,1_25,0,25VMN
1413,1314,31,3_25,0,EKZT6
135,212,30,2_24,0,8VRSD
1486,455,66,1_25,0,13STO
1352,931,20,1_24,1,DI6H8
132,228,37,1_25,0,F9I1Q
1474,500,32,1_25,0,KY25G
625,950,18,3_25,1,ZRM63
868,1199,29,3_25,1,XKV6U
479,61,37,1_25,0,RR8SZ
65,1546,28,2_25,0,QNIM5
811,1618,26,2_25,0,JRZD6
591,748,29,1_25,0,I3S9Y
968,71,22,1_25,1,2VVV2
47,1529,32,2_24,1,5C8A3
583,1131,25,1_25,0,ZDFC8
836,664,23,3_25,1,X2B0S
1384,99,20,1_25,1,FR4PV
629,851,24,1_25,0,9Z639
152,1566,18,1_25,1,AXH1A
848,1332,22,1_25,1,8HTLZ
320,1439,22,3_25,0,QHGG3
1586,830,46,1_24,0,GA72E
332,1614,31,3_25,0,8F9WK
1310,814,17,1_24,1,1N2D1
467,1550,50,1_24,0,5H36S
377,1168,61,3_25,0,5KQME
1629,428,27,1_24,0,93IPQ
1438,305,31,3_25,1,OY46A
292,1016,32,1_25,0,D06VO
163,737,36,1_25,1,KP660
194,213,25,1_24,1,93P7V
799,193,20,1_24,1,5P5G1
1427,665,32,3_25,1,17UY1
1675,1209,22,1_24,1,XO4YR
1650,1234,42,3_24,0,YGC3P
1439,182,31,3_25,0,SAIYW
1566,868,25,1_25,1,75N0V
1226,1011,24,1_24,1,J7SAM
1222,513,23,1_24,0,9NWVY
1548,503,13,3_25,1,4WV9W
1553,1213,16,2_24,0,KNKM6
363,1663,29,1_24,1,B4UCU
522,753,49,2_24,1,YQ4FF
1286,408,44,2_25,0,MO9NR
713,171,19,1_25,1,A2CRQ
1420,1011,19,3_25,1,G8XLK
415,212,36,2_25,0,5FWKD
546,759,33,3_24,0,435FU
376,1176,18,1_24,1,ECYA6
45,1113,22,1_24,1,210Z2
706,1436,17,1_24,1,88ZLP
117,693,32,2_24,1,ICTFO
95,769,20,2_25,0,BUAOX
805,1471,33,2_24,0,873SN
124,1144,30,1_25,0,O2S0H
1264,259,41,3_24,0,FJBJK
133,186,14,1_25,1,FBCEI
383,1436,21,1_25,1,3XW30
503,1398,43,1_25,0,95I86
876,754,27,3_24,1,BCPIC
805,1293,23,1_24,1,P59RS
1573,1122,64,2_24,0,7ZIWL
1331,190,26,1_25,0,IN5V1
727,1253,21,1_24,1,EUGTI
277,676,34,1_24,0,XDH8A
674,184,26,3_25,0,5GTV7
612,750,62,2_24,1,DWE4R
623,1145,15,1_24,1,SVJM8
812,624,26,1_24,1,14959
1192,869,26,3_25,1,BA7LH
195,1370,20,2_24,1,CZ6RA
1434,1627,31,3_25,0,OTCX5
1375,460,42,1_25,0,PVQ7F
1233,1138,25,3_24,1,SPKCJ
1542,623,24,1_24,1,SCXX6
502,1156,24,1_24,1,LZ40V
1559,1025,22,1_25,1,4LKMF
591,1274,31,1_25,0,VRRKE
205,238,18,3_25,1,X9EIP
1289,233,53,1_25,0,0PE2F
1113,757,25,3_25,0,BNYXZ
73,773,55,1_24,0,D7FRW
905,1643,25,1_25,1,HBG7O
924,1106,25,2_25,0,O7ADW
575,1664,26,3_25,0,81YWB
1464,1619,32,2_25,0,F6HGT
1585,1240,22,3_25,1,C2Y50
812,1514,21,2_24,0,CNG5O
1290,866,33,3_25,0,HA89N
1640,544,43,1_24,0,5KPWT
457,46,20,2_25,1,S700Y
38,1498,32,2_25,0,CFMXM
31,1675,24,2_25,1,65UR1
1333,1416,19,1_24,1,I8MIL
456,1286,16,1_25,1,PJLS0
1290,1351,28,2_25,1,JYQ0W
566,1484,31,1_24,0,5L13L
315,1241,22,1_25,1,XS7C3
231,551,16,2_25,1,F0EZT
108,1577,20,1_24,0,F2SF8
59,826,23,1_25,1,E4UWD
1282,469,47,2_24,0,2YCGH
1031,1250,19,1_24,1,VETQY
548,909,66,1_24,0,FB5WW
754,260,35,1_24,0,PC9RH
334,1614,24,3_25,0,KT5DI
782,490,23,1_25,1,V7ZJL
140,1023,43,2_24,0,MSFOF
856,809,48,1_25,0,ED1CR
595,413,31,3_25,0,N633F
723,1463,21,1_24,1,Y98AK
241,899,67,1_24,0,343PG
497,449,28,3_25,0,ISSA5
629,457,41,2_25,0,2XK8I
403,1169,27,1_25,1,6FZJV
1033,733,27,3_25,0,8QQQ7
382,1368,26,3_24,0,LLJZV
1285,911,19,1_25,0,BBRKF
125,1311,28,3_25,0,O56KX
76,122,45,1_25,0,CUKHS
1551,1084,23,2_25,0,UPB0X
1472,1051,19,1_25,0,4129M
190,419,26,2_25,1,ZQHW4
147,238,62,1_25,0,B9ASD
1453,1490,28,2_25,0,CAPCC
1529,635,23,2_25,1,0FRM5
64,287,17,3_24,1,0JFM2
634,1082,22,2_24,1,8K0VR
1018,1219,43,3_25,0,OKWIQ
231,1085,14,1_24,1,QMCD6
1666,85,29,2_24,0,2OCPZ
1547,1529,32,1_24,1,XZY8A
1323,953,30,1_25,1,CWYRC
1356,481,54,3_25,0,4OS4U
1604,243,80,2_25,0,3LDTO
168,1008,28,2_25,0,TNKC8
746,857,25,1_25,0,P255G
199,506,42,2_25,1,SDT0A
965,1395,27,3_25,0,7IBCW
206,466,48,1_25,0,6RRRI
614,473,34,1_25,0,1R71C
789,886,16,3_24,1,UWFWP
852,382,29,1_25,1,ESV8K
324,635,26,2_24,1,Q8QBZ
840,1618,45,2_25,0,48URP
1386,214,52,1_25,0,9IAL6
242,326,21,2_25,1,K7XHZ
1576,989,14,1_24,1,MU1U6
436,499,20,2_25,1,6EXHX
1005,97,20,1_25,1,E1X92
628,1215,29,3_24,0,C5QXM
1429,1470,36,2_25,0,5TR8P
487,1364,38,1_25,1,KH888
523,419,24,3_24,0,0H0AS
408,751,24,2_24,0,ZE45O
42,1573,24,3_25,0,T9IOO
158,918,18,1_25,1,CRGEX
182,1211,22,2_25,0,CX72A
870,997,34,1_25,0,G6OHP
525,891,39,3_24,0,1W00F
770,1421,28,3_24,1,6F5NE
64,1358,19,1_24,0,O6SW5
1308,1368,48,1_25,0,V0WMM
851,89,10,3_24,1,X15HV
35,26,22,1_24,0,BAINF
488,1151,18,1_24,0,6JXFL
974,268,20,1_24,0,ZLIZN
1094,645,18,2_25,1,IJTVH
790,425,57,1_24,1,5NOA5
76,89,29,1_25,1,U3GDB
894,888,19,3_24,0,82T88
936,439,20,2_25,0,3UWDJ
1669,650,14,2_25,1,VG953
1022,88,73,2_24,0,W3LSC
654,537,29,1_24,0,5K9P2
884,1026,22,1_25,0,EVPJ1
159,228,26,1_25,0,VGD2Z
517,1293,66,1_25,0,DSRQL
650,1376,25,1_25,1,E77X7
931,1495,50,1_24,0,CM12Q
1088,806,51,1_25,0,NOWGC
1530,805,40,2_25,0,E04RY
1386,380,24,3_25,1,Q7E2C
583,1129,26,1_25,0,JVFDW
1234,1266,55,3_25,0,H0Y6I
74,134,18,1_25,1,YACO1
824,400,34,1_25,0,YNON6
1304,1658,29,3_25,0,AETJP
1431,286,32,3_25,0,GPS5J
356,1056,20,2_25,1,EI2B7
73,277,30,1_25,0,7B9HF
1217,985,19,1_25,0,SQESV
1517,1621,12,2_25,1,K59TI
1498,1333,46,3_24,0,2AQK5
289,159,30,2_25,0,WYR29
964,67,40,3_24,0,FPSZ5
1149,854,18,1_25,0,HJHEN
465,1549,49,1_24,0,AAPYX
1242,228,36,1_25,0,56HW2
158,913,34,3_24,0,6PQ21
111,678,28,1_25,0,0H9ER
1509,495,24,3_25,1,B9RRS
1326,907,23,1_24,1,QYPSF
1198,1376,29,1_24,0,N6KMU
1632,1268,20,1_25,1,IO55S
721,586,37,1_25,0,GRUA0
1577,621,26,1_24,0,MSTB9
1457,1140,26,1_24,1,44PVU
518,770,63,3_25,0,0BMOO
1034,705,38,2_24,0,2DFMG
1627,1475,56,3_24,0,2TOM8
990,126,23,3_24,0,AJIDM
1002,1526,48,1_25,0,1BRRD
752,749,18,1_25,1,W0SXU
1458,1583,42,3_24,1,RNEMD
1053,1437,15,1_24,1,A8K65
150,1529,34,2_25,0,PJXND
889,168,43,1_25,0,25HYZ
161,1585,17,3_25,1,5SJ3I
1478,1645,22,1_25,1,YMH6X
889,1026,69,2_25,0,SFP7O
931,470,39,3_25,0,SFZDV
1163,860,35,3_25,0,DH7QJ
803,713,29,1_25,0,3K8ZU
1600,451,30,3_25,1,1APQL
597,1238,16,1_25,0,Q63DR
1168,254,64,3_24,0,T9I3V
914,1401,23,3_25,1,X29DP
710,313,42,1_25,0,1C60V
207,1383,22,3_24,1,QEMZ1
945,423,16,1_25,0,TZKE5
789,705,13,2_24,1,G0Q3Y
775,1216,23,1_24,1,HM57L
971,1472,34,3_25,1,Q95V5
195,1653,19,3_25,1,JL12Z
1629,432,38,3_24,1,AVRBJ
739,720,26,2_24,0,UYGKY
1492,1330,21,3_24,0,M63NE
545,1387,34,2_24,1,1ZS4H
948,451,33,1_25,0,5MN0D
1203,734,33,3_25,0,3ZTEH
125,1577,34,2_24,0,9QHI6
636,1111,21,3_24,0,BOTSQ
75,941,27,2_25,1,KJK0W
591,243,47,3_25,0,58K9Q
296,1496,17,2_25,1,OKV11
815,1529,18,3_25,1,I1RZQ
1135,1363,44,2_24,0,ONI04
1536,147,21,3_25,1,XL9TZ
1658,912,36,2_24,0,GIUJ5
542,1396,22,3_24,1,BH6A5
77,72,26,3_24,0,7D46X
467,218,24,2_25,0,ZBAEO
1112,1355,48,1_25,0,QG2WZ
426,1484,38,2_24,0,YGAN4
313,623,16,2_24,1,UMWEB
1669,1397,15,1_25,1,10ZJX
1488,1495,38,2_25,0,AIJPL
962,1118,18,1_25,1,HACZQ
288,1457,25,2_25,0,WHX3Q
287,1256,34,3_25,0,5355Z
1515,618,22,1_24,0,N9NGE
154,1485,17,1_25,1,88TCM
355,1332,18,2_25,0,OTWRY
1061,769,26,2_24,0,VLLQG
147,1609,20,3_24,1,6OU36
207,640,24,2_24,1,NH2U3
893,1564,32,3_24,0,BNYEF
863,1524,38,2_24,0,69TXH
905,1061,63,1_25,0,AMOC1
1461,1412,43,1_25,1,XIF9R
88,716,18,2_24,1,88WW4
488,1505,46,1_24,0,GJYE8
1451,1489,22,2_25,0,YI0G0
814,813,36,1_24,0,YF4NZ
885,1341,16,1_25,0,UO2E3
1675,1657,24,1_24,1,F9AN5
1363,594,15,2_25,1,VAJSL
250,687,18,2_25,1,9090L
754,1410,36,3_24,0,7YP9A
260,1633,22,2_24,0,IW57Z
1251,1518,46,1_24,0,HXNL7
753,614,18,1_24,1,R78RN
575,976,27,1_24,0,63Q3H
1415,468,19,2_24,0,Z7SXX
1647,1609,20,2_24,1,CI8CP
19,1613,17,2_24,1,3A4P8
767,62,58,3_25,0,AAIR9
860,1052,27,1_24,1,USIVJ
463,984,50,3_25,0,7MNOS
899,1100,40,1_24,0,8OD9H
787,1509,31,2_24,0,ZROYI
140,1277,42,3_24,0,YJS0W
126,261,55,2_24,0,54H5H
20,888,18,1_25,1,GHBCQ
33,725,26,1_25,0,72HY0
83,1440,62,3_25,0,1Y3M3
323,1604,24,1_25,0,UZ38V
1519,113,17,1_25,1,RQVMZ
45,935,34,1_24,0,YVOE9
69,1358,16,1_25,1,XX70S
1494,1460,45,2_25,0,HAIQO
897,880,24,1_25,0,5QQNO
853,1675,25,1_25,0,ZIYWQ
1212,1323,28,1_25,1,LKYRQ
1170,1270,28,1_24,0,J8X75
37,1143,12,2_25,1,H8WQ6
1390,991,38,1_25,0,5XKTA
1385,1191,36,3_24,0,TKQVQ
75,1237,70,1_25,0,K4X4T
1100,823,19,1_24,1,U4N1O
439,895,30,2_24,0,YXOHU
1570,619,28,1_24,0,ECQ91
36,1189,27,1_25,0,PKDQN
1245,1327,18,1_25,1,FR1DU
1287,183,22,1_25,1,2TRCV
1013,357,20,2_25,1,WTC8K
1588,1623,27,1_24,1,USCCV
329,1502,23,2_25,0,D0B0X
519,638,24,2_25,1,W7D6N
743,740,27,1_25,0,KL5WS
259,652,19,2_25,1,TC7T3
1043,592,23,3_25,0,BATKS
519,800,56,2_24,0,ZDTNZ
699,1032,21,1_25,1,ITK1M
760,174,29,2_24,0,JFWJZ
558,769,26,1_24,1,B6UVM
665,564,24,3_25,1,J3VV4
99,1280,27,2_25,0,TLSXF
125,1009,30,3_24,1,88XS7
1277,1205,43,3_25,0,SC4Y0
797,634,39,2_25,0,AWGK4
963,988,19,1_24,1,HAESI
1606,1233,17,3_25,1,HVAN4
545,1442,30,3_25,1,401B9
1199,491,24,3_25,0,308CA
486,497,22,2_24,0,ULLVY
1052,740,38,2_24,0,C3JK0
699,298,17,1_25,0,VFKGV
631,458,34,2_25,0,GCCSV
1539,1365,27,1_25,1,188WS
1281,469,50,2_24,0,6DQNT
1628,428,31,1_24,0,SWNCV
79,316,39,1_24,0,2HFLL
1415,453,24,2_25,1,8IKCJ
1673,349,19,1_25,0,JZQQ3
200,1557,28,2_24,0,H6I5Z
221,494,29,3_25,0,15H0U
813,1514,17,2_24,0,L5LUE
1585,993,21,1_24,0,6CD5V
1005,1650,38,3_25,1,KI42L
1078,646,18,1_25,1,UVA6O
1202,1627,21,1_25,0,Q84Z5
1329,1599,22,1_25,1,F4FLO
77,621,26,2_24,0,TROQK
151,143,38,3_25,1,5LFS4
189,1416,59,1_24,0,2MIYS
466,991,46,3_25,0,WICUA
785,144,16,1_25,1,DZY5G
1549,1347,19,2_24,1,C0UZD
953,1198,13,3_24,1,DFS2J
1028,1575,33,3_24,0,FMBSA
1178,160,58,1_24,0,WKKIQ
1647,1276,26,2_25,0,AEVOY
367,1230,22,2_25,0,LNQBC
424,310,52,1_24,0,1VB4K
1430,1050,27,2_25,0,5PG4E
517,907,14,2_24,1,KCD6K
1377,463,53,1_25,0,7AET0
1453,1454,76,2_25,0,WIXP1
152,831,19,1_24,1,SJ07T
1056,692,36,3_24,0,26MN0
277,1034,28,3_24,0,R0FPT
1454,1455,69,2_25,0,ESXLM
1105,649,41,3_25,0,36EPS
73,214,35,2_25,1,FDI1B
1629,1268,47,1_25,0,T0TWX
909,1579,20,3_25,1,XHQSH
887,1317,24,1_25,1,MP8MN
319,413,21,3_25,0,04UA6
689,717,61,1_24,0,4K2YU
1510,1182,68,2_25,0,NEXNB
878,1620,29,1_24,0,17PD1
222,1420,26,3_25,1,Y908H
1357,115,18,1_25,1,PY23F
931,1584,34,1_24,1,9XOJ2
342,1624,16,3_25,1,NFSTG
1636,1307,16,3_25,1,88D10
1581,963,46,3_24,0,51M0N
168,710,28,2_24,0,PQ5GM
36,32,20,1_25,1,S9W76
1378,994,14,1_25,1,8Q7IN
808,376,23,1_25,0,48JLN
805,1369,17,3_25,0,VWF6Z
1387,375,25,2_24,0,PBR80
1490,1494,18,1_24,1,9BKM5
584,1151,20,1_25,0,WLKND
761,1665,25,1_25,1,HNI44
52,1543,47,3_25,0,JDE2I
903,991,49,1_24,0,JA26X
157,1438,28,1_25,0,K62OS
622,621,31,2_24,0,W96IF
513,1243,17,3_24,1,LTC8P
675,63,30,3_24,0,P7OCZ
544,874,41,2_24,0,7NQ0L
1199,153,24,1_24,0,JT50M
1622,1454,27,1_24,1,9AJ0D
1501,1438,65,3_24,0,Y9JWN
130,1638,23,1_25,0,IDAFH
1053,736,17,2_24,0,FNWM1
447,1545,29,3_25,0,KW6B7
91,1300,21,1_25,0,H47TJ
1400,767,20,3_24,1,N7R3D
885,1505,41,1_25,0,PCMLA
128,576,19,1_24,1,KOA3S
114,1442,18,1_25,1,JS4FH
726,1221,17,1_25,0,OVATS
311,941,48,1_25,0,IQGUD
320,1648,18,2_25,1,O7OLS
481,1568,32,3_24,0,PF9Z3
1588,1566,12,1_25,1,FUVZB
777,773,41,3_24,0,GCIXA
757,971,20,1_25,1,ZY3KZ
28,1231,27,2_24,0,API7V
1249,258,56,3_24,0,52FC5
965,500,23,1_24,1,MUX43
631,964,16,1_25,1,MVOR7
459,1130,18,1_25,1,LJ4Y8
1154,1260,33,3_25,0,B9KAH
671,673,75,3_25,0,2YWYL
554,829,28,2_24,0,TJZN0
35,569,32,2_24,1,B3W8M
709,240,17,1_25,1,N10HZ
251,294,20,2_25,1,I88P5
626,1675,17,3_25,1,MIFY8
834,1232,25,2_24,0,K6F4C
183,1464,17,1_25,1,ORBVK
126,77,34,2_25,0,Q1DL6
1489,134,72,3_25,1,RY06S
564,752,27,1_25,1,IYUQH
779,624,29,1_24,0,PGRZO
687,974,29,1_25,0,7HPIM
1347,1081,26,2_25,1,H6FQX
1201,1134,16,1_24,1,XJWAM
721,551,10,2_24,1,I3VED
1349,581,21,1_25,1,T3HW3
1262,553,32,1_24,1,16SAL
66,265,30,1_25,0,GTIFH
452,1538,51,1_24,0,WK1NL
404,1203,40,1_24,0,290E8
1370,271,23,1_25,1,V00OM
340,1446,35,1_25,1,RRQWV
1343,538,23,1_24,1,IL1RC
1271,1662,32,1_25,0,64VEW
829,1352,25,1_24,1,O174T
